,cX,cY,topoSig
4301,8,17,0000000011100000000000000000111000000000111111110000000011111100000000001100011100000000111111110000000010000000000000001111111100000000
4302,14,20,0000000000000011111000000000000000000000000000000000011100000000000000000011111111100000000000000000111111110000000000000000001111110000000000000000000000111111110000000000000000000011111111111111000000000000001000000000000000000000000000111111111111000000000000000011100001100000
4303,12,20,100000000000000000000000111110000000000000000000000000000111000000000000000011111110000000000000000111110000000000000000111111000000000000000000111111100000000000000000111111111111000000000000110000000000000000000000111111111100000000000000
4304,17,20,0000000000000000001101111111110011000000000000000000000000000000000100000000000000000000000000000111110000000000000000011111111111111111000000000000000001111100001111111100000000000000000001111111111111110000000000000000011111111110111111000000000000000000000000000000011100000000000000000111111001111111110000000000000000011111110000000000
4305,18,20,000111100000000000000000000000000000011101111111110011000000000000000000000000000000000001000000000000000000000000000000011111000000000000000000111111111111111111000000000000000000111111000011111111000000000000000000001111111111111111000000000000000000111111111110111111000000000000000000000000000000000111000000000000000000111111110111111111000000000000000000
4306,15,18,000000000000000001111111110000000000000000000111111111111000000000000000000111110111111111000000000000000111111110000000000000000000000111011111111111000000000000000000000011111110000000000000000100000000000000000000000000000000000000011111000000000000000000000000111100
4307,9,16,000000000111000000000000000000011111000000000000001000000000000000000001000000000111111000000000000111111100000000000001111111000000000100000000
4308,16,20,11111110000000000000000000000000100000000000111100000000000000001111100000000000000000000000000011111111110000000000000000000000000000000000001100000000000000001111111110000000000000000000000000111100000000000000000000000000111100000000000100000000000000001111111111100111000000000000000011100000111111110000000000000000
4309,12,18,000000000000011111111111000000000000000000111110000000000000000001111111000000000000000000011111000000000000000011110011000000000000111111000000000000000000111000000000000000000000000000000111000000000000110000000000
4310,11,17,0000000000001111111111000000000000000011111000000000000000011111110000000000000000011111000000000000001111001100000000000111110000000000000000011000000000000000000000000000011100000000000
4311,11,18,000000000001111110011100000000000110000000000000000000011111111110000000000000000111111100000000000111110000000000000000001111111111000000000000001111111100000000000111111100000000000000000000000011
4312,11,18,000000111110000000000011111110011000000000001100000000000000000000111111111100000000000000001111111000000000001111100000000000000000011111111110000000000000011111111000000000001111111100000000000000
4313,11,16,00000000000111111111110000000000000000000111000000000000000000000100000000000111101111110000000000000011111111000000000000000001111100000000000100000011110000000000011000000011
4314,11,16,11000000011000000000001111111111100000000000000000001110000000000000000000001000000000001111011111100000000000000111111110000000000000000011111000000000001000000111100000000000
4315,11,18,000000000000000000000100000000000111000000000000000000011110000000000000000001111111100000000000000111110111110000000000011111111111000000000001111111111100000000000101111111000000000000000000001111
4316,12,18,111111100011000000000000000000000001000000000000111000000000000000000000111100000000000000000000111111110000000000000000111110111111000000000000111111111111000000000000111111111111000000000000101111111000000000000000
4317,15,18,000011111111100000000000000000001111111110000000000000000000111111111111000000000000000000111111011111111000000000000000111111111000000000000000000000111001111111111000000000000000000000001111110000000000000000100000000000000000000000000000000000000011111000000000000000
4318,10,16,1000000111000000000011100000000000000000000011111100000000000000010000000000000000000000010000000000111111000000000000001111111100000000000000111111110000000000
4319,11,16,00000000000111111111010000000000001111111111000000000001111111100000000000000000011111110000000000011111111111000000000001110001111100000000000110001111110000000000000000001111
4320,12,16,011111110000000000000000111111111101000000000000001111111111000000000000111111111000000000000000000001111111000000000000111111111111000000000000111100011111000000000000111000111111000000000000
4321,12,16,000000000000111110000001000000000000111111100000000000000000011100000000000000000000111111000000000000000000000111111111000000000000000000001111000000000000110000000000000000000000111111111011
4322,10,15,000000000011111000010000000000111111100000000000000111000000000000000011111100000000000000000111111100000000000000000011000000000011000000000000000000
4323,13,20,00000000000001111111111100000000000000011111111111110000000000000111110000000000000000000000011111111111000000000000010000001111110000000000000111111111111000000000000000000000011111000000000000011110000001110000000000000000111111000000000000000001111110000000
4324,13,20,00000000001110000000000000111111111110000000000000001111111111111000000000000011111000000000000000000000001111111111100000000000001000001111111000000000000011111111111100000000000000000000011111100000000000001111000001111000000000000000011111000000000000000000
4325,14,15,000000000000000000111111110000000000000000000000111111110000000000000000000111110000000000000000001111111011111100000000000000100111111111100000000000000000111111111000000000000000001111111110000000000000000000
4326,11,19,00000000000111110000010000000000011100000000000000000000000000111100000000000000000111110000000000001110000000000000000001111110000000000000000111111110000000000000011111111100000000000000011111111100000000000
4327,7,16,1111111000000011111110000000000001100000000011111000000011100000000000100000000000000000111000000011111100000000
4328,10,16,0000000000111111100000000000001111111111000000000000001111110000000000110000111100000000000000011110000000000000000000110000000000111111111100000000001001111111
4329,9,16,110000000000000000111111000000000000111111111000000000000111111000000000100001111000000000000011110000000000000000011000000000111111111000000000
4330,15,20,000000000000000000000000000001000000000000000111111110000000000000000000000110111111111111000000000000000111111111000000000000000000000111110001111111000000000000000000000111111111000000000000000100000011111111000000000000000000000000000011000000000000000000011111111000000000000000000111111111101111
4331,13,20,11111111111110000000000000000000000000100000000000001111111100000000000000000011011111111110000000000000111111111000000000000000001111100011111000000000000000000011111110000000000000100000011111100000000000000000000000011000000000000000001111110000000000000000
4332,13,20,00000000000001110000000000000000000000000000000111110000000000000100000111111100000000000000011111111111000000000000011110000000000000000000000111111111101100000000000001111111111111000000000000011111110011110000000000000000000000000100000000000001111100000000
4333,13,20,11100000000000000000000000111100000000000000000000000000000011111000000000000010000011111110000000000000001111111111100000000000001111100000000000000000000011111111110110000000000000111111111111100000000000001111111001111000000000000000000000000010000000000000
4334,15,20,000000000000000110111111111111000000000000000111111111100000000000000000000111110001111111000000000000000000000111111111000000000000000100000011111111000000000000000000000000000001000000000000000000011111111100000000000000000111111111110111000000000000000111111111000000000000000000000111111111111111
4335,15,20,111111110000000000000000000000110111111111111000000000000000111111111100000000000000000000111110001111111000000000000000000000111111111000000000000000100000011111111000000000000000000000000000001000000000000000000011111111100000000000000000111111111110111000000000000000111111111000000000000000000000
4336,9,16,000000000111111111000000000000000011000000000000011111000000000111110000000000000100000000000000000000000111000000000111111110000000000110111111
4337,14,20,1111101111110000000000000000111111100000010000000000000011100000000000000000000000000000000001111100000000000000000000001111110000000000000001110000000000000000000000001111111100000000000000000000111111111100000000000000000011111111111000000000000000000011111111111100000000000000
4338,10,16,0000000000111000000000000000001111110000000000000000000000110000000000111111111100000000001100111111000000000000000000010000000000011111100000000000001111100000
4339,15,18,000000000000000000000000011111000000000000000110111111111100000000000000000100000011111111000000000000000000000000111111000000000000000111111000000000000000000000000111111110000000000000000000000111111111110111000000000000000000001111111110000000000000000000011111111111
4340,9,16,000000000000001111000000000110000000000000000111100000000000000111000000000000000111111110000000000000000111000000000000000011000000000100000000
4341,10,16,1111011111000000000000000011110000000000100000000000000000001110000000000000000011000000000000000000111111111000000000000000000111000000000000000000110000000000
4342,9,18,000000000111111110000000000000000011000000000000111111000000000111111111000000000111110000000000000110000000000000000000011111000000000000000111000000000100000000
4343,9,18,000111111000000000111111110000000000000000011000000000001111111000000000111111111000000000111110000000000000100000000000000000000011111000000000000000111000000000
4344,11,18,000000000000001111111100000000000000000111000000000000000111111111000000000001111111100000000000000111100000000000000000000000001111000000000000111111111100000000000000000000010000000000011111000000
4345,12,18,011111111111000000000000110000000000000000000000111110000000000000000000000000001111000000000000000000011110000000000000000011111100000000000000000000111111000000000000111000000111000000000000111111111000000000000000
4346,9,15,000000000111100000000000000011111111000000000000001111000000000111111000000000000001111110000000000000111111000000000000000011000000000
4347,9,16,111111111000000000111100000000000000011111111000000000000001111000000000111111000000000000001111110000000000000111111000000000000000011000000000
4348,9,20,000000000111111111000000000000000111000000000100000000000000000000000001000000000000001111000000000111100000000000000111111111000000000111111111000000000110000000000000000000111100
4349,8,20,0001111100000000111111110000000000000011000000001000000000000000000000010000000000000111000000001111000000000000111111110000000011111111000000001100000000000000
4350,10,18,000000000000000000010000000000000011111100000000001111100000000000000011100000000000000000000000001100000000001100000000000000000011111110000000000000011111111100000000000000001111
4351,10,18,111000000000000000000000000001000000000000000111110000000000111111000000000000001111000000000000000000000000110000000000110000000000000000001111111000000000000001111111110000000000
4352,9,16,000000000001111111000000000111111111000000000111110000000000000011111111000000000000000111000000000111111100000000000000111110000000000000011111
4353,9,16,111000000000000000001111111000000000111111111000000000111110000000000000011111111000000000000000111000000000111111100000000000000011110000000000
4354,12,18,000000000000100000000000000000000000111110000000000000000000000000001111000000000000000000011110000000000000000011111100000000000000000000111111000000000000110000000111000000000000111111111000000000000000000111111111
4355,16,20,00000000000000001000000000001111000000000000000011111000000000000000000000000000111111111000000000000000000000000000000000000011000000000000000011111111000000000000000000000000001111000000000000000000000000001111000000000001000000000000000011111111111001110000000000000000111000011111111100000000000000000000000000111111
4356,8,14,0000000000111111000000000111100000000000111100110000000011111110000000000001111100000000111000000000000011111111
4357,9,14,111111100000000000001111111000000000011110000000000000111100111000000000111111110000000000000111111000000000111000000000000000
4358,14,16,00000000000000100000000111110000000000000000000111111100000000000000001111111111100000000000000000000000111111110000000000000011101111111111000000000000000000000000000100000000000000000000000011110000000000000000111110111111
4359,13,16,1111110111111000000000000010000000111110000000000000000011111110000000000000001111111111000000000000000000000111111110000000000000110111111111100000000000000000000000001000000000000000000000011110000000000000
4360,10,18,000000000011111111000000000000111111111100000000000000111111000000000001111111110000000000000001111100000000000000001111000000000011100000000000000000001111111000000000000000000111
4361,9,18,111111111000000000111111100000000000111111111000000000000011111000000000011111111000000000000001111000000000000000111000000000111000000000000000001111110000000000
4362,17,20,0000000000000000011000000001111111000000000000000001111111111100000000000000000000000111111111000000000000000000000000011111011111111000000000000000000001111111000001110000000000000000000000000000000000010000000000000000011111111000001111000000000000000000000111111111111100000000000000000111000000000000000000000000000000001111111111111111
4363,17,20,1111111100000000000000000000000000100000000011111110000000000000000011111111111000000000000000000000001111111110000000000000000000000000111101111111110000000000000000000011111100000011100000000000000000000000000000000000100000000000000000111111100000011110000000000000000000011111111111111000000000000000001100000000000000000000000000000000
4364,8,16,11111100000000001110000000000000000001110000000011111110000000000000111100000000100000000000000011111111000000000011111100000000
4365,13,20,00000000000001000000000000000000000000011111100000000000000000000000111110000000000000000000000111110000000000000000011111000000000000000000000001111111110000000000000000000000111111000000000000000000000001110000000000000000000000000100000000000001111111111111
4366,15,20,000000111111110000000000000000100000000000000000000000000000111111100000000000000000000000000111111000000000000000000000000011111100000000000000000000111110000000000000000000000000001111111111000000000000000000000000001111111000000000000000000000000001111000000000000000000000000000011000000000000000
4367,8,17,0000000011000000000000001110000000000000100000000000000011111000000000000011100000000000111111100000000011110000000000000000001100000000
4368,10,18,001111111000000000001110000000000000000011110000000000000000100000000000000000001111110000000000000000011100000000000000111111110000000000001111100000000000000000000001110000000000
4369,17,16,00000000000000000000011111111111110000000000000000000000000111111111000000000000000001100001111100000000000000000000000000000000111011110000000000000000001111000000000011000000000000000001111111111000000000000000000000000000000011111111110000000000000000000011111111111001
4370,16,16,1100001111111111000000000000000000001111111111110000000000000000000000000111111100000000000000001110000111110000000000000000000000000000001110110000000000000000011110000000000100000000000000001111111111100000000000000000000000000000111111110000000000000000
4371,14,19,00000000000000000000111000000000000000000011111111111111000000000000001110000000000000000000000000000000000011110000000000000011111001111111000000000000001011111111110000000000000000000011111111110000000000000011111111111000000000000000000000000011111000000000000000
4372,15,20,000000000001111000000000000000000000111000000000000000000000111111111111111000000000000000111000000000000000000000000000000000000011111000000000000000111110011111111000000000000000101111111111100000000000000000000011111111111000000000000000111111111111000000000000000000000000001111110000000000000000
4373,8,16,00000000111000000000000000000111000000001111111000000000000011110000000010000000000000001111111100000000001111110000000000000011
4374,9,18,000001111000000000111111000000000000111111100000000000111100000000000000000111111000000000110000111000000000111111111000000000111111110000000000100000000000000000
4375,10,18,000000000000000011110000000000111110000000000000001111111100000000000011111110000000000000000111111000000000000111111111000000000011110000000000000000001111111100000000001111111111
4376,11,18,000000000110000000000000000011111000000000001111100000000000000000111111110000000000000011111110000000000000000001111111000000000000011111111110000000000011110000000000000000000011111111100000000000
4377,11,18,000000000000000011111100000000000000000000010000000000011111110000000000000000000111111100000000000100000001110000000000011111100000000000000001100000000000000000000000000000110000000000000011111111
4378,11,18,110000000000000000000000000111111000000000000000000000100000000000111111100000000000000000001111111000000000001000000011100000000000111111000000000000000011100000000000000000000000000001100000000000
4379,12,20,000000000000110000000000000000000000111111111110000000000000000000011111000000000000111101111111000000000000111111110000000000000000000000111111000000000000011111111111000000000000000000000111000000000000111111111100000000000000111000000000
4380,13,20,00001111111100000000000000110000000000000000000000001111111111100000000000000000000001111110000000000000111001111111100000000000001111111100000000000000000000000011111110000000000000011111111111100000000000000000000001111000000000000011111111110000000000000000
4381,12,20,000000000000000000001111000000000000110000000000000000000000100000000011000000000000111100000000000000000000000000111111000000000000000000000111000000000000111000000000000000000000111111100000000000000000000001111111000000000000000000000001
4382,13,20,00000011111000000000000000000000000111100000000000001100000000000000000000000010000000000010000000000000111100000000000000000000000000000111111000000000000000000000001110000000000000111000000000000000000000001111111100000000000000000000000111111110000000000000
4383,12,18,000000000000111000000000000000000000001111111111000000000000111111111111000000000000011111100000000000000000000000000111000000000000111110000000000000000000111111111100000000000000000000001111000000000000000011000001
4384,11,16,11111100000000000000001110000000000000000000111110000000000000000001111111100000000000001111000000000000000000101111110000000000000011111110000000000000001111111111000000000000
4385,14,18,000000000000001111000000000000000000000000111111110111110000000000000000000000000111000000000000000111111111111100000000000000111110000000010000000000000011111100000000000000000000001101111000000000000000000000000000000000110000000000000000000000001111
4386,14,18,000011111111110000000000000011111000000000000000000000001111111110111100000000000000000000000001110000000000000001111111111111000000000000001111110000000100000000000000111111100000000000000000000011011111000000000000000000000000000000001100000000000000
4387,10,16,0000000000111100000000000000001111100000000000000011111111100000000000000000011100000000001111110011000000000011100000000000000000110000000000000000000111111111
4388,10,16,1100000000000000000011110000000000000000111110000000000000001111111110000000000000000001110000000000111111001100000000001110000000000000000010000000000000000000
4389,12,20,000000000000000000001111000000000000111110000000000000000000111111000000000000000000111111111000000000000000111011111110000000000000011111111111000000000000001111111100000000000000111111111111000000000000111111111111000000000000000000011111
4390,12,20,110000000000000000000000000000001111000000000000111111000000000000000000111111100000000000000000111111111000000000000000111101111110000000000000011111111111000000000000000111111100000000000000111111111111000000000000111111111111000000000000
4391,12,16,000000000000111111011111000000000000000111111111000000000000111111110000000000000000000001111111000000000000001111111110000000000000111111111100000000000000100000000000000000000000000011111000
4392,10,15,000000000011111011110000000000000111111100000000001111111000000000000000001111110000000000001111111000000000001111111100000000000010000000000000000000
4393,11,16,00000000000000000001110000000000011110000000000000000001111111000000000000000100000000010000000000000000111111000000000001111110000000000000000001000000000000000000011111111100
4394,10,18,000000011100000000001110000000000000000000111111110000000000111111111100000000000111100000000000000000000000110000000000111100000000000000001111111110000000000000000011110000000000
4395,12,20,000000000000111111111000000000000000111111100000000000000000111111111111000000000000000111111111000000000000111111001111000000000000111111111111000000000000011110000000000000000000000000000011000000000000110000000000000000000000111100000001
4396,10,19,0000000000111111110000000000001111110000000000000011111111110000000000000111111100000000001111100111000000000011111111110000000000011100000000000000000000000001000000000011000000000000000000
4397,12,19,000000000000000000011111000000000000100000111111000000000000000001110000000000000000111000000000000000000000111100000011000000000000111111111111000000000000111111111000000000000000110000000000000000000000000000000110000000000000
4398,13,20,11111111000000000000000000000000011111100000000000001000001111111000000000000000000111100000000000000000111000000000000000000000001111000000011000000000000011111111111110000000000000111111111100000000000000001100000000000000000000000000000000001100000000000000
4399,12,18,000000000000111111000000000000000000000001111111000000000000000111111111000000000000100000000000000000000000000011111100000000000000001111110000000000000000111111111111000000000000000000000001000000000000000000011000
4400,10,17,00000000001111110000000000000000000111110000000000000111111100000000001000000000000000000000001111000000000000001111100000000000001111111111000000000000000000010000000000
4401,9,18,000000000111111000000000000111111100000000000111110000000000000000011111000000000111000111000000000111111111000000000111111110000000000100000000000000000110000000
4402,15,20,111111111111100000000000000000111111000000000000000000000000011110000000000000000000000000000000011111111000000000000000000000001110111000000000000000111100000000001000000000000000000000000111111000000000000000000111111111111000000000000000111111111100000000000000000000001111111111111000000000000000
4403,11,14,0000000000011111111111000000000001111100000100000000000111000011110000000000000001100000000000000000011111111100000000000111111111000000000000001111111000
4404,10,14,10000000000000000000111111111100000000001111100001000000000011100001110000000000000011000000000000000011111111000000000011111111000000000000
4405,13,18,000000000000011011111111110000000000000111111110000000000000000001111000000001000000000000000000000000110000000000000000000011111100000000000001111111110000000000000000000000111111110000000000000000000111111100000000000001000000000111
4406,12,18,001111111111000000000000100111111111000000000000111111110000000000000000111100000001000000000000000000000011000000000000000000011111000000000000111111111000000000000000000001111111000000000000000000111111000000000000
4407,13,18,000000000000011000000000000000000000000000000000011100000000000001111110000011000000000000011111111000000000000000000111111100000000000000000000000111111110000000000000011100000000000000000000000100000000111100000000000001111100000000
4408,13,18,110000000000000000000000001110000000000000000000000000000000001110000000000000111111000001100000000000001111111100000000000000000011111110000000000000000000000001111111000000000000001111000000000000000000000010000000011110000000000000
4409,12,18,000000000000111111111111000000000000111000001111000000000000100001111111000000000000001100000000000000000000111111111111000000000000000000000011000000000000111111100001000000000000000000000111000000000000111111000000
4410,11,18,000000000010000000000011111111111000000000001110000111100000000000100001111110000000000000110000000000000000001111111111100000000000000000000110000000000011111100001000000000000000000011100000000000
4411,16,20,00000000000000001111111000000000000000000000000000111100000000000000000000000000000000000111111100000000000000000000000000111011000000000000000011111000000000010000000000000000000000000001111100000000000000000000111111111111000000000000000011111111111100000000000000000000000111111111111100000000000000000111111100000000
4412,13,20,11111111000000000000000000000011111100100000000000001100000000000000000000000001111111111000000000000000111000000000000000000000001111100000000000000000000000000001111110000000000000111111111111100000000000001111110000000000000000000011111111100000000000000000
4413,14,20,0000000000000011000000000000000000000000001110011111111100000000000000111111111000000000000000000000000000000111000000000000000000001111111100000000000000000000000000010000000000000010000000000000000000000000000000111111110000000000000000000000001111110000000000000000000001110000
4414,13,20,00000000000110000000000000110000000000000000000000001110011111111000000000000011111111000000000000000000000000000111100000000000000000001111111000000000000000000000000010000000000000100000000000000000000000000000111111000000000000000000000001111110000000000000
4415,12,20,000000000000000000011111000000000000110000001111000000000000000000111111000000000000100000000000000000000000111110000000000000000000000000000111000000000000000111111111000000000000000000000001000000000000111100000000000000000000000000000011
4416,12,20,111111111000000000000000000000011111000000000000110000001111000000000000000000111111000000000000100000000000000000000000111110000000000000000000000000000011000000000000000111111111000000000000000000000001000000000000111100000000000000000000
4417,15,18,000000000000000111111000011111000000000000000000000011111111000000000000000000000000111001000000000000000111111111110000000000000000000110001111111111000000000000000000011111111111000000000000000011000000000000000000000000000111111111111100000000000000000000000001111111
4418,14,18,111111100000000000000000000011111100011111000000000000000000000111111100000000000000000000001110010000000000000011111111110000000000000000001100011111111100000000000000000011111111110000000000000001100000000000000000000000001111111111110000000000000000
4419,18,20,000000000000000000011111111111111000000000000000000000111111110000000000000000000000000000111001111111111111000000000000000000110000000000000000000000000000000000111111100000111110000000000000000000000000111101111111000000000000000000111111111000000000000000000000000000000000000000001111000000000000000000111100000000011111000000000000000000111111111111111100
4420,17,19,00000000000000000011111111111111000000000000000000011111111000000000000000000000000001110011111111111100000000000000000110000000000000000000000000000000011111110000011110000000000000000000000001111011111100000000000000000111111111000000000000000000000000000000000000000111000000000000000001111000000000111100000000000000000
4421,13,17,00000000000001111101111111000000000000000011111110000000000000000000000011111000000000000000000000011111000000000000000111111100000000000000000011111111111100000000000001111000000000000000000000000000000000110000000000000
4422,12,16,111110000011000000000000000000000111000000000000111100000000000000000000111111110000000000000000100000000001000000000000000000111111000000000000111111100000000000000000001000000000000000000000
4423,10,16,0000000000011111111000000000001111111111000000000000000001110000000000000000111100000000000000011111000000000000011111110000000000110000000000000000000000111100
4424,9,16,000000111000000000011111110000000000111111111000000000000000011000000000000001111000000000000011111000000000000111111000000000110000000000000000
4425,12,15,000000000000111111100000000000000000000000000001000000000000011111111111000000000000111101000111000000000000000111111111000000000000001111110000000000000000000000000011000000000000
4426,14,16,11111101111111000000000000001111111110000000000000000000000000000000010000000000000001111111111111000000000000001111011100011100000000000000000111111111110000000000000000111111110000000000000000000000000000001100000000000000
4427,12,18,000000000000100000000000000000000000111111100000000000000000110000000000000000000000000001111100000000000000000000000001000000000000111111110000000000000000000011111000000000000000111000000000000000000000111111000000
4428,11,17,0000000000010000000000000000000001111110000000000000000110000000000000000000000000111100000000000000000000000100000000000111111100000000000000000001111000000000000001110000000000000000000
4429,16,18,000000000000000011111100000000110000000000000000100000000000000000000000000000000000000000011111000000000000000000001111100000000000000000000000000000000011111100000000000000001111111000011001000000000000000000011111000000000000000000000000110000000000000000000000000000001111100000001111
4430,14,17,0000000000000011111000000011000000000000001000000000000000000000000000000000000011110000000000000000001111000000000000000000000000000001111100000000000000111111000010010000000000000000011110000000000000000000001100000000000000000000000000
4431,10,17,00000000000001111111000000000000000111000000000000001111111100000000001111111000000000000011110000000000000000000000111100000000000111111111000000000000000000010000000000
4432,13,18,111111111111100000000000001111101111111000000000000000011111110000000000000000000000011111000000000000000000000011111000000000000000111111100000000000000000011111111111100000000000001111000000000000000000000000000000000110000000000000
4433,11,16,00000000000000111111110000000000010000000001000000000000011111111100000000000000110011110000000000000000000011000000000000000111111100000000000000000111110000000000000000000111
4434,11,16,00000001111000000000000001111111100000000000100000000010000000000000111111111000000000000001100011100000000000000000000110000000000000001111111000000000000000001111100000000000
4435,14,18,000000000000000000000000111100000000000000000000000000110000000000000000000111111111000000000000001111000111111000000000000000000000111111110000000000000000011111100000000000000000001100000000000000000000000000100000000001110000000000000011111111000000
4436,14,18,000000000011110000000000000000000000011111000000000000000000000000001100000000000000000001111111110000000000000011110001111110000000000000000000001111111100000000000000000111110000000000000000000011000000000000000000000000001000000000011100000000000000
4437,14,16,00000000000000000011111111110000000000000000000011111111000000000000001111111111111000000000000000011111100000000000000000000011111111111100000000000000001110000001100000000000000000000001111100000000000000000011000000111111
4438,13,16,0000111111111000000000000000011111111110000000000000000000111111100000000000001111111111110000000000000001111110000000000000000000111111111110000000000000001100000011000000000000000000000111100000000000000000
4439,14,20,0000000000000000000111111001000000000000001100000000000000000000000000011111111111000000000000000011110000000000000000000000001111110000000000000000000000000000000111110000000000000011111111111111000000000000001111111000000000000000000000111111111100000000000000000011100000111111
4440,15,20,000000000000000011111110000000000000000000000111111111011111000000000000000000011111111111000000000000000000000111111111000000000000000111111100000000000000000000000000111111111000000000000000000000000000000011000000000000000110000000000000000000000000000111111111111110000000000000000000001111110000
4441,10,18,111111111100000000001111111111000000000010000000010000000000111111100000000000001111110000000000000011111000110000000000110011111100000000001111111111000000000000011111110000000000
4442,12,20,000000000000111111100000000000000000111100000000000000000000000000000111000000000000000000000011000000000000111111110000000000000000000111111111000000000000111110000000000000000000110000000000000000000000100000000001000000000000000000111111
4443,13,20,11100000000110000000000000111111100000000000000000001111100000000000000000000000000000011110000000000000000000000011100000000000001111111100000000000000000000001111111110000000000000111111000000000000000000001100000000000000000000000010000000000010000000000000
4444,11,20,0000000000000000011111000000000001111000000000000000000111111100000000000000011111111111000000000000000011100000000000000000111111110000000000001111111111000000000000011111111100000000000000000000110000000000011111111110
4445,11,20,1100000000000000000000000000011110000000000011111000000000000000001111111100000000000000111111111110000000000000000011100000000000000000111111100000000000011111111110000000000000011111111000000000000000000000100000000000
4446,13,20,00000000000000000011111111000000000000011100000000000000000000000111111000000000000000000001111111111000000000000000000001110000000000000000000001111111111100000000000001111111111110000000000000001111111111000000000000000000000001111100000000000001111111110001
4447,12,20,000000000011000000000000000001111111000000000000111000000000000000000000111111000000000000000000111111111000000000000000000011100000000000000000001111111111000000000000111111111110000000000000011111111100000000000000000000001111000000000000
4448,13,18,000000000000000000001111110000000000000000011111111100000000000000000000000111000000000000000000000000010000000000000000000111111100000000000001000000001111000000000000000011111000000000000000000000001111111100000000000001100000000011
4449,11,17,0000000000000000011111000000000000001111111100000000000000000000110000000000000000000001000000000000000011111100000000000100000001110000000000000111110000000000000000000111111100000000000
4450,11,18,000000000001111111111100000000000100000000010000000000011111111000000000000001111111000000000000000111111000110000000000011100111111000000000001111111111100000000000000011111110000000000011000000000
4451,14,20,0000000111111100000000000000011111110000000000000000000011111111101111000000000000000000111111111100000000000000000001111111110000000000000011111100000000000000000000000001111111100000000000000000000000000000110000000000000011000000000000000000000000001111111111111000000000000000
4452,8,16,00000000000111110000000011000001000000001111110000000000011111110000000011111111000000000000011100000000111111110000000011110000
4453,9,16,111000001000000000000011111000000000110000011000000000111111000000000000011111111000000000111111111000000000000001111000000000111111111000000000
4454,9,12,000000000111100000000000000011000000000000000111110000000000000111111100000000000001111000000000000111111110
4455,9,12,111100000000000000111110000000000000011000000000000000111111000000000000111111110000000000001111100000000000
4456,15,20,000000000000000011111111000000000000000000000000001111111111000000000000000000000011111110000000000000000111100000000000000000000000000111111110000000000000000000000111111111110011000000000000000000000111111111000000000000000000111111111111000000000000000111111111111000000000000000000110000000011111
4457,15,20,100000111111111000000000000000001111111100000000000000000000000001111111111000000000000000000000001111110000000000000000111100000000000000000000000000111111111000000000000000000000111111111110011000000000000000000000011111111000000000000000000111111111111000000000000000111111111111000000000000000000
4458,13,20,00000000000000011111111111000000000000011100000000000000000000000111111110000000000000000001111111110000000000000000000000011110000000000000000000000000001100000000000000000111111111000000000000001111110000000000000000000000000000000100000000000000000011111111
4459,13,20,11111111110000000000000000001111111111100000000000001110000000000000000000000011111110000000000000000000111111110000000000000000000000011110000000000000000000000000000110000000000000000011111111100000000000000111110000000000000000000000000000000010000000000000
4460,20,20,1111111100000111100000000000000000000000100000000000000011110000000000000000000011100000011111111101000000000000000000001111000000000000000000000000000000000000000000011111111111110000000000000000000011111111110000000000000000000000000000001111101111101111111100000000000000000000001111111111111111110000000000000000000011111111111111111111000000000000000000001111111111111101111100000000000000000000
4461,14,16,00000000000000000000000001110000000000000000000000000011000000000000001101110000000000000000000000111111111100000000000000000011111111100000000000000000000000011100111000000000000000111100011111110000000000000001111111111111
4462,14,16,11111000000000000000000000000000000000011100000000000000000000000000110000000000000010111100000000000000000000001111111111000000000000000000111111111000000000000000000000001111001110000000000000001110000111111100000000000000
4463,14,20,0000000000000000000111111110000000000000000001111111110000000000000000000000111000000000000000000011110000000000000000000000000000000000111100000000000000111111111110000000000000000001111111111111000000000000000011111111111100000000000000111111110000000000000000000011111110000000
4464,14,20,1111111111100000000000000000000001111111100000000000000000011111111100000000000000000000001100000000000000000000111100000000000000000000000000000000011111000000000000001111111111000000000000000000011111111111110000000000000000111111111111000000000000001111111000000000000000000000
4465,11,20,0000000000000000000111000000000001111111111000000000000001111111110000000000011111111111000000000001111100111100000000000111111111000000000000011101111111000000000001000011111100000000000000000011110000000000000000011111
4466,10,19,0000000000000000011100000000001111111110000000000000111111110000000000111111111100000000001111101111000000000011111111000000000000111011111100000000001000011111000000000000000011110000000000
4467,9,18,000000000000000111000000000111111111000000000000111111000000000101111111000000000000011111000000000111110000000000000111111111000000000111111110000000000111111100
4468,9,18,000111111000000000000000011000000000111111111000000000000011111000000000101111111000000000000001111000000000111111000000000000111111111000000000111111110000000000
4469,19,20,00000000000000000001100000000000001111000000000000000000011110000011111111010000000000000000000111110000000000000000000000000000000000000000011111111111000000000000000000011111111110000000000000000000000000000111111011110111111100000000000000000000001111111111111111000000000000000000011111111111111111110000000000000000000111111111111101111100000000000000000000111111111111111000
4470,14,20,0000000000000001111111111111000000000000001100000000000000000000000000111111100000000000000000000011111111000000000000000000000000011110000000000000000000000000000011110000000000000000011111111111000000000000001111110000000100000000000000000000000001110000000000000000001111111100
4471,11,20,0000000000000000011111000000000000111111111000000000000000011111110000000000011000000000000000000000000000111100000000000111111111110000000000011111111000000000000000001111110000000000000000001111110000000000011111111111
4472,11,20,1111111111100000000000000000111110000000000001111111110000000000000000111111100000000000110000000000000000000000000001111000000000001111111111100000000000111111110000000000000000011111100000000000000000011111100000000000
